Source,Target,Type,Weight
3,13,Directed,0.35098493099212646
3,14,Directed,-0.2571055293083191
3,18,Directed,0.18914204835891724
3,19,Directed,-0.020426154136657715
3,21,Directed,0.19149476289749146
3,22,Directed,-1.071582317352295
3,24,Directed,0.39757585525512695
3,27,Directed,0.14183029532432556
3,29,Directed,-0.1354377567768097
3,31,Directed,0.03647930175065994
3,32,Directed,0.22035135328769684
3,35,Directed,0.1542426347732544
3,44,Directed,-0.06382539868354797
3,47,Directed,-0.14467588067054749
3,51,Directed,0.9755677580833435
3,52,Directed,-0.2755911946296692
3,56,Directed,-0.1674887239933014
3,58,Directed,0.059890031814575195
3,62,Directed,-0.8112878203392029
3,63,Directed,-0.13061919808387756
3,64,Directed,0.05795183777809143
3,67,Directed,0.11365246027708054
3,68,Directed,0.0898037850856781
3,73,Directed,0.28824087977409363
3,76,Directed,0.021231532096862793
3,81,Directed,0.34683308005332947
3,83,Directed,-0.17363545298576355
3,87,Directed,0.10177041590213776
3,88,Directed,-0.2752411663532257
3,89,Directed,-0.367811381816864
3,90,Directed,0.5592332482337952
3,91,Directed,0.14182616770267487
4,1,Directed,0.00978739932179451
4,3,Directed,0.05554454028606415
4,4,Directed,0.23895666003227234
4,12,Directed,0.024067506194114685
4,13,Directed,0.17076075077056885
4,14,Directed,-0.17463013529777527
4,21,Directed,0.09691985696554184
4,31,Directed,0.04453248530626297
4,44,Directed,-0.18134412169456482
4,56,Directed,-0.06211307644844055
4,58,Directed,0.27042457461357117
4,63,Directed,-0.02330077439546585
4,64,Directed,-0.04054819047451019
4,76,Directed,0.005103439092636108
4,83,Directed,-0.07150278985500336
4,87,Directed,0.05978482961654663
4,89,Directed,0.22789722681045532
4,91,Directed,0.3209201693534851
5,0,Directed,-0.004566371440887451
5,1,Directed,0.09214776754379272
5,2,Directed,0.042283788323402405
5,3,Directed,-0.08597609400749207
5,5,Directed,0.3410087823867798
5,7,Directed,0.08148157596588135
5,10,Directed,0.22644361853599548
5,12,Directed,0.3442498445510864
5,13,Directed,0.011429846286773682
5,18,Directed,0.02905435860157013
5,21,Directed,-0.01763695478439331
5,24,Directed,0.023553311824798584
5,25,Directed,-0.05555224418640137
5,31,Directed,-0.05200239270925522
5,37,Directed,-0.10435184836387634
5,58,Directed,0.16769841313362122
5,87,Directed,0.012117892503738403
5,88,Directed,0.06428428739309311
6,0,Directed,0.2870798408985138
6,1,Directed,0.16479231417179108
6,2,Directed,-0.002956867218017578
6,6,Directed,0.2407117784023285
6,7,Directed,-0.05635601282119751
6,8,Directed,0.055901139974594116
6,10,Directed,-0.07840864360332489
6,12,Directed,0.021083757281303406
6,16,Directed,-0.11612484604120255
6,17,Directed,-0.044625423848629
6,18,Directed,0.07120563834905624
6,20,Directed,-0.1208130344748497
6,21,Directed,-0.08327670395374298
6,24,Directed,0.03796453773975372
6,26,Directed,0.10139781981706619
6,31,Directed,0.011073201894760132
6,37,Directed,-0.24589750170707703
6,41,Directed,0.3232473134994507
6,54,Directed,0.05097895860671997
6,56,Directed,-0.022522151470184326
6,58,Directed,0.14032898843288422
6,72,Directed,0.19188454747200012
6,76,Directed,-0.11288872361183167
6,84,Directed,-0.008222520351409912
6,87,Directed,0.33644211292266846
6,88,Directed,-0.10047045350074768
6,89,Directed,0.004263520240783691
6,91,Directed,-0.06512781977653503
7,1,Directed,-0.06377285718917847
7,2,Directed,-0.026363901793956757
7,7,Directed,0.36504310369491577
7,12,Directed,0.2660951316356659
7,24,Directed,0.055957257747650146
7,31,Directed,0.07638787478208542
7,48,Directed,0.06626296043395996
7,56,Directed,0.013906717300415039
7,58,Directed,0.04438105225563049
7,77,Directed,0.26929256319999695
7,85,Directed,0.06351505219936371
7,87,Directed,0.08868168294429779
7,88,Directed,-0.11436676979064941
8,1,Directed,0.05053707957267761
8,8,Directed,0.32548174262046814
8,26,Directed,0.06383710354566574
8,37,Directed,0.23941685259342194
8,84,Directed,0.46213299036026
9,9,Directed,0.9006093740463257
9,42,Directed,0.10328680276870728
9,58,Directed,-0.08320949226617813
9,72,Directed,-0.07742436230182648
9,84,Directed,0.11808109283447266
9,88,Directed,0.03447490930557251
10,0,Directed,-0.025018900632858276
10,1,Directed,0.0023246705532073975
10,2,Directed,-0.061623841524124146
10,6,Directed,0.07193799316883087
10,7,Directed,0.009993776679039001
10,10,Directed,0.5448862314224243
10,12,Directed,-0.08997587859630585
10,13,Directed,-0.13058099150657654
10,14,Directed,-0.01641109585762024
10,16,Directed,0.037883177399635315
10,18,Directed,0.12299549579620361
10,19,Directed,0.1842373013496399
10,21,Directed,-0.06331361085176468
10,24,Directed,0.1346226930618286
10,31,Directed,0.10263173282146454
10,35,Directed,-0.020955219864845276
10,37,Directed,0.0726407989859581
10,47,Directed,-0.0955367386341095
10,54,Directed,-0.03598679602146149
10,56,Directed,-0.15602737665176392
10,58,Directed,0.009731763042509556
10,62,Directed,0.052733033895492554
10,76,Directed,0.010750450193881989
10,77,Directed,0.12240926176309586
10,85,Directed,0.10748854279518127
10,87,Directed,0.06565408408641815
10,91,Directed,-0.015225492417812347
11,6,Directed,0.04840227961540222
11,7,Directed,0.28755417466163635
11,8,Directed,0.136074036359787
11,11,Directed,0.44987753033638
11,41,Directed,0.04849119856953621
11,69,Directed,0.02857286110520363
12,1,Directed,0.04599028825759888
12,2,Directed,0.047346703708171844
12,5,Directed,0.024107612669467926
12,7,Directed,-0.09604576230049133
12,10,Directed,0.09195750951766968
12,12,Directed,0.3373605012893677
12,16,Directed,0.13411755859851837
12,18,Directed,-0.050772055983543396
12,24,Directed,0.028616398572921753
12,27,Directed,-0.05118338763713837
12,31,Directed,-0.07801364362239838
12,35,Directed,-0.1070067286491394
12,37,Directed,-0.05618952959775925
12,44,Directed,0.09804476797580719
12,47,Directed,0.06379152834415436
12,58,Directed,-0.12390930950641632
12,61,Directed,0.21999172866344452
12,76,Directed,-0.07942160964012146
12,78,Directed,0.1561894565820694
12,86,Directed,0.1304270327091217
12,87,Directed,-0.05764509737491608
12,88,Directed,0.06117814779281616
12,89,Directed,0.09983527660369873
13,0,Directed,0.11446227133274078
13,1,Directed,0.3594930171966553
13,10,Directed,0.48818838596343994
13,12,Directed,0.27630582451820374
13,13,Directed,-0.1540972888469696
13,21,Directed,-0.010631673038005829
13,27,Directed,0.0817117691040039
13,32,Directed,-0.06955969333648682
13,44,Directed,-0.316989928483963
13,58,Directed,0.08801837265491486
13,63,Directed,-0.014225110411643982
13,83,Directed,0.15003281831741333
13,86,Directed,0.01748589426279068
13,87,Directed,0.09301788359880447
13,88,Directed,-0.0551590770483017
13,89,Directed,0.14059773087501526
14,0,Directed,-0.03976261615753174
14,1,Directed,-0.1697111278772354
14,2,Directed,-0.023697957396507263
14,3,Directed,-0.175983265042305
14,5,Directed,-0.18135949969291687
14,7,Directed,-0.09827089309692383
14,10,Directed,0.11287739872932434
14,12,Directed,-0.1550084352493286
14,13,Directed,0.19012576341629028
14,14,Directed,0.2403075397014618
14,16,Directed,-0.06756022572517395
14,18,Directed,-0.08501654863357544
14,19,Directed,-0.01879674196243286
14,21,Directed,-0.009966840967535973
14,24,Directed,0.1663481593132019
14,31,Directed,-0.009329870343208313
14,32,Directed,0.05457186698913574
14,33,Directed,-0.024165697395801544
14,35,Directed,0.006597578525543213
14,37,Directed,0.07377699017524719
14,38,Directed,0.022244513034820557
14,44,Directed,-0.014617860317230225
14,47,Directed,-0.052614957094192505
14,51,Directed,0.11192995309829712
14,52,Directed,0.12201213836669922
14,54,Directed,0.0213252454996109
14,56,Directed,0.12216378003358841
14,58,Directed,0.14688950777053833
14,62,Directed,-0.2920110523700714
14,63,Directed,-0.10308486223220825
14,64,Directed,0.2650848627090454
14,67,Directed,-0.20470497012138367
14,76,Directed,0.07181544601917267
14,77,Directed,-0.1829153299331665
14,81,Directed,0.20530648529529572
14,83,Directed,-0.027914471924304962
14,85,Directed,0.12856382131576538
14,86,Directed,-0.38630831241607666
14,87,Directed,0.08912965655326843
14,88,Directed,-0.01187586784362793
14,89,Directed,-0.12286496162414551
14,90,Directed,0.878046989440918
14,91,Directed,0.16222751140594482
15,0,Directed,-0.0064833760261535645
15,1,Directed,-0.2560918629169464
15,2,Directed,-0.16190588474273682
15,7,Directed,0.1652877926826477
15,10,Directed,-0.5973321199417114
15,12,Directed,-0.4623711109161377
15,14,Directed,0.5033639073371887
15,15,Directed,-0.2069132775068283
15,16,Directed,-0.6506838202476501
15,18,Directed,-0.007852435111999512
15,19,Directed,0.3482823371887207
15,21,Directed,-0.1619967222213745
15,24,Directed,-0.14530983567237854
15,29,Directed,0.19094574451446533
15,31,Directed,0.11275872588157654
15,32,Directed,0.32672882080078125
15,35,Directed,-0.14546892046928406
15,36,Directed,-0.018696516752243042
15,37,Directed,-0.14269453287124634
15,47,Directed,0.013586193323135376
15,54,Directed,0.6717498302459717
15,55,Directed,-0.3853791058063507
15,56,Directed,0.16454683244228363
15,58,Directed,-0.5897129774093628
15,62,Directed,-0.11454600095748901
15,64,Directed,-0.030131638050079346
15,72,Directed,0.3885614275932312
15,75,Directed,0.5222005844116211
15,76,Directed,0.27811533212661743
15,77,Directed,0.5357489585876465
15,81,Directed,0.47481444478034973
15,83,Directed,-0.6681481599807739
15,84,Directed,1.4462261199951172
15,85,Directed,0.8841431140899658
15,88,Directed,0.7907751798629761
15,89,Directed,-0.6409287452697754
15,90,Directed,-1.6757211685180664
15,91,Directed,0.2590251564979553
16,0,Directed,-0.00769805908203125
16,1,Directed,-0.04012592136859894
16,2,Directed,-0.057350173592567444
16,7,Directed,-0.30002278089523315
16,10,Directed,0.1401207447052002
16,12,Directed,0.11720684170722961
16,13,Directed,-0.12739092111587524
16,15,Directed,-0.01207132637500763
16,16,Directed,0.12842214107513428
16,18,Directed,-0.05805724859237671
16,24,Directed,0.24284198880195618
16,31,Directed,-0.09472087770700455
16,35,Directed,0.06680724024772644
16,37,Directed,-0.28155195713043213
16,44,Directed,-0.07449451088905334
16,56,Directed,0.36427903175354004
16,58,Directed,-0.23353201150894165
16,61,Directed,0.14105308055877686
16,75,Directed,0.04928933084011078
16,77,Directed,0.2606407701969147
16,78,Directed,0.16823530197143555
16,81,Directed,0.3156602382659912
16,83,Directed,0.04804503917694092
16,85,Directed,0.3468678593635559
16,87,Directed,-0.04393119364976883
16,88,Directed,-0.21862229704856873
16,91,Directed,0.18508560955524445
17,1,Directed,0.1256822794675827
17,3,Directed,-0.08663445711135864
17,7,Directed,-0.054678767919540405
17,8,Directed,0.16170191764831543
17,12,Directed,-0.00805262103676796
17,13,Directed,-0.005361646413803101
17,14,Directed,-0.11989080905914307
17,16,Directed,-0.17143575847148895
17,17,Directed,0.18712979555130005
17,18,Directed,0.18598534166812897
17,21,Directed,0.1701989471912384
17,24,Directed,-0.11723482608795166
17,30,Directed,0.16318093240261078
17,31,Directed,0.08880497515201569
17,37,Directed,0.0610128790140152
17,56,Directed,-0.06395814567804337
17,58,Directed,0.1439797282218933
17,76,Directed,0.20057597756385803
17,84,Directed,0.09131234884262085
17,85,Directed,0.017891764640808105
17,87,Directed,0.005633115768432617
17,89,Directed,-0.09316515922546387
17,91,Directed,0.023422718048095703
18,0,Directed,-0.11235004663467407
18,1,Directed,-0.12698176503181458
18,2,Directed,0.01902138441801071
18,6,Directed,-0.07144151628017426
18,7,Directed,-0.08368751406669617
18,10,Directed,0.4573543965816498
18,12,Directed,-0.03777852654457092
18,14,Directed,0.13654464483261108
18,16,Directed,0.08055062592029572
18,18,Directed,-0.029447704553604126
18,21,Directed,0.16564306616783142
18,24,Directed,0.20353764295578003
18,30,Directed,-0.08534428477287292
18,31,Directed,-0.19136402010917664
18,37,Directed,0.019414477050304413
18,47,Directed,-0.11194190382957458
18,54,Directed,-0.15564550459384918
18,56,Directed,0.09639033675193787
18,58,Directed,0.061739012598991394
18,76,Directed,0.05058679357171059
18,84,Directed,0.4644205570220947
18,87,Directed,-0.00036713480949401855
18,88,Directed,-0.05459526181221008
18,89,Directed,0.19334757328033447
18,91,Directed,-0.0397992804646492
19,0,Directed,-0.2179602086544037
19,1,Directed,0.260295569896698
19,2,Directed,0.04732239246368408
19,3,Directed,0.12649576365947723
19,5,Directed,-0.08279314637184143
19,7,Directed,0.01150164008140564
19,10,Directed,0.2050418108701706
19,12,Directed,-0.3328954577445984
19,13,Directed,-0.01914191246032715
19,14,Directed,0.1612154245376587
19,16,Directed,0.08060875535011292
19,18,Directed,-0.06546872854232788
19,19,Directed,0.06099233031272888
19,21,Directed,-0.07215701788663864
19,24,Directed,0.09171369671821594
19,31,Directed,-0.13681145012378693
19,32,Directed,0.07695803046226501
19,37,Directed,0.07330828905105591
19,47,Directed,0.07225583493709564
19,54,Directed,-0.042006149888038635
19,56,Directed,0.05092817544937134
19,58,Directed,-0.2634638547897339
19,62,Directed,-0.12400814145803452
19,64,Directed,0.20377665758132935
19,73,Directed,-0.09176701307296753
19,76,Directed,-0.022784516215324402
19,78,Directed,-0.04544270038604736
19,81,Directed,0.020568862557411194
19,83,Directed,0.11935333907604218
19,85,Directed,0.19207698106765747
19,87,Directed,-0.058429837226867676
19,88,Directed,0.04614490270614624
19,89,Directed,-0.03633300960063934
19,90,Directed,0.3869035243988037
19,91,Directed,0.019115060567855835
20,12,Directed,-0.6071740388870239
20,18,Directed,-0.17845943570137024
20,20,Directed,0.11493410915136337
21,0,Directed,0.04577898979187012
21,1,Directed,0.18292008340358734
21,2,Directed,-0.03073425590991974
21,3,Directed,-0.1592206358909607
21,6,Directed,0.17727017402648926
21,7,Directed,-0.011596262454986572
21,10,Directed,-0.2992185354232788
21,12,Directed,0.004787236452102661
21,13,Directed,-0.08591604232788086
21,14,Directed,0.14578008651733398
21,16,Directed,-0.07600492984056473
21,18,Directed,0.2151186466217041
21,19,Directed,-0.09025613963603973
21,21,Directed,0.19468723237514496
21,24,Directed,0.00030922889709472656
21,31,Directed,-0.07176494598388672
21,32,Directed,-0.022253811359405518
21,35,Directed,0.3866614103317261
21,37,Directed,-0.12539245188236237
21,47,Directed,-0.2365499585866928
21,51,Directed,0.026652991771697998
21,52,Directed,-0.1690288782119751
21,56,Directed,0.1508321911096573
21,58,Directed,-0.08675423264503479
21,62,Directed,-0.21873357892036438
21,64,Directed,-0.028429478406906128
21,76,Directed,0.10115370154380798
21,81,Directed,0.06541693955659866
21,83,Directed,-0.09413258731365204
21,85,Directed,-0.3933727741241455
21,86,Directed,0.13115142285823822
21,87,Directed,0.0527646541595459
21,88,Directed,-0.060364335775375366
21,89,Directed,0.16653096675872803
21,90,Directed,0.8300355076789856
21,91,Directed,0.1918393075466156
22,1,Directed,0.02054072916507721
22,12,Directed,0.008554540574550629
22,13,Directed,-0.050822556018829346
22,18,Directed,0.030373260378837585
22,22,Directed,0.3817744255065918
22,31,Directed,-0.030241966247558594
22,56,Directed,0.007286764681339264
22,58,Directed,0.01230764389038086
22,87,Directed,0.04593326896429062
22,90,Directed,0.45348310470581055
23,1,Directed,0.3326132297515869
23,10,Directed,0.10283210873603821
23,12,Directed,0.8756744265556335
23,23,Directed,0.32851332426071167
23,37,Directed,0.012549802660942078
23,53,Directed,-0.00835476815700531
24,0,Directed,0.47514694929122925
24,1,Directed,0.06912007927894592
24,2,Directed,-0.11726094037294388
24,3,Directed,-0.2148662805557251
24,5,Directed,-0.6083828806877136
24,6,Directed,0.025433197617530823
24,7,Directed,-0.15358319878578186
24,10,Directed,0.5040274858474731
24,12,Directed,-0.588240385055542
24,13,Directed,-0.3879365921020508
24,14,Directed,-0.28014034032821655
24,15,Directed,-0.044677071273326874
24,16,Directed,-0.17814132571220398
24,17,Directed,-0.20963361859321594
24,18,Directed,0.35218867659568787
24,19,Directed,0.1863117218017578
24,21,Directed,-0.25185495615005493
24,24,Directed,0.08393537998199463
24,25,Directed,-0.1644018441438675
24,30,Directed,-0.022975578904151917
24,31,Directed,0.06336984038352966
24,35,Directed,-0.06357651948928833
24,37,Directed,-0.04117864370346069
24,38,Directed,0.059801191091537476
24,40,Directed,-0.025707781314849854
24,47,Directed,0.06896546483039856
24,51,Directed,-0.27630144357681274
24,52,Directed,0.13934582471847534
24,54,Directed,0.03668913245201111
24,55,Directed,-0.12110643088817596
24,56,Directed,0.15195614099502563
24,58,Directed,0.16898322105407715
24,62,Directed,0.22728455066680908
24,63,Directed,-0.09756867587566376
24,64,Directed,-0.07402729988098145
24,75,Directed,0.20145559310913086
24,76,Directed,0.09669461846351624
24,77,Directed,0.4193335175514221
24,81,Directed,0.3397098481655121
24,83,Directed,-0.3224433660507202
24,84,Directed,0.021853208541870117
24,85,Directed,0.12301599979400635
24,87,Directed,0.10405758023262024
24,88,Directed,-0.039877232164144516
24,89,Directed,-0.018400847911834717
24,90,Directed,0.6764852404594421
24,91,Directed,0.44365254044532776
25,25,Directed,0.9927009344100952
26,8,Directed,0.022033151239156723
26,26,Directed,0.41201260685920715
26,84,Directed,0.18806245923042297
27,12,Directed,-0.40271973609924316
27,13,Directed,0.6720313429832458
27,16,Directed,-0.16918228566646576
27,18,Directed,0.138464093208313
27,21,Directed,-0.23016569018363953
27,27,Directed,0.12107326835393906
27,31,Directed,-0.08227819949388504
27,32,Directed,-0.06603477895259857
27,87,Directed,-0.02901236154139042
27,88,Directed,0.20619787275791168
27,89,Directed,-0.16709433495998383
28,0,Directed,0.031522542238235474
28,1,Directed,0.08123818039894104
28,2,Directed,0.06539694964885712
28,7,Directed,-0.09468713402748108
28,10,Directed,0.56278395652771
28,12,Directed,-0.08162567019462585
28,13,Directed,-0.12838011980056763
28,18,Directed,0.08203253149986267
28,21,Directed,0.06117011606693268
28,28,Directed,0.36423248052597046
28,31,Directed,-0.001757591962814331
28,37,Directed,0.08162127435207367
28,38,Directed,-0.2428412139415741
28,58,Directed,0.09881868213415146
28,73,Directed,0.08795195817947388
28,83,Directed,0.005657166242599487
28,89,Directed,-0.05654004216194153
28,91,Directed,0.052842848002910614
29,6,Directed,-0.06470939517021179
29,18,Directed,-0.24409666657447815
29,21,Directed,0.19430671632289886
29,29,Directed,0.5826764702796936
29,30,Directed,0.1664118766784668
29,31,Directed,-0.08302830904722214
29,37,Directed,0.04903033375740051
29,42,Directed,0.1885315179824829
29,56,Directed,-0.022892162203788757
29,57,Directed,0.4154285192489624
29,58,Directed,0.00930163636803627
29,72,Directed,-0.13617482781410217
29,84,Directed,-0.04262632131576538
30,1,Directed,0.13467305898666382
30,12,Directed,0.30382004380226135
30,14,Directed,0.1843564510345459
30,17,Directed,0.32361042499542236
30,18,Directed,-0.012372612953186035
30,21,Directed,0.05869966000318527
30,24,Directed,0.062060266733169556
30,29,Directed,0.07901871204376221
30,30,Directed,0.3742414712905884
30,55,Directed,0.17669887840747833
30,58,Directed,0.034940265119075775
30,60,Directed,-0.19146771728992462
30,65,Directed,0.06702090799808502
30,72,Directed,-0.19238391518592834
30,84,Directed,-0.012269675731658936
30,89,Directed,0.07434666901826859
30,91,Directed,-0.24337369203567505
31,0,Directed,0.0100269615650177
31,1,Directed,0.23846738040447235
31,2,Directed,-0.03463741019368172
31,7,Directed,0.06691153347492218
31,10,Directed,0.63559490442276
31,12,Directed,-0.21192920207977295
31,13,Directed,-0.14379377663135529
31,14,Directed,0.4076472818851471
31,16,Directed,-0.04226800799369812
31,18,Directed,-0.26146140694618225
31,21,Directed,0.3028830885887146
31,24,Directed,0.3349820673465729
31,31,Directed,0.1626875251531601
31,35,Directed,0.031117558479309082
31,37,Directed,-0.004212956875562668
31,56,Directed,0.11970895528793335
31,58,Directed,-0.05247001349925995
31,63,Directed,-0.10844127088785172
31,76,Directed,-0.08649341017007828
31,83,Directed,-0.12482303380966187
31,88,Directed,0.21900437772274017
31,89,Directed,-0.09381642937660217
31,91,Directed,-0.4038892984390259
32,0,Directed,-0.16237905621528625
32,10,Directed,0.37126290798187256
32,12,Directed,-0.0687616616487503
32,13,Directed,-0.5742084383964539
32,15,Directed,0.0768035352230072
32,18,Directed,-0.042421191930770874
32,19,Directed,0.8052189946174622
32,27,Directed,0.058024048805236816
32,32,Directed,0.5249017477035522
32,44,Directed,-0.13158199191093445
32,58,Directed,0.07396838068962097
32,86,Directed,0.23840852081775665
32,87,Directed,-0.0157083198428154
32,88,Directed,-0.10893899202346802
32,89,Directed,0.052196115255355835
33,1,Directed,-0.4204140603542328
33,3,Directed,-0.023684769868850708
33,5,Directed,-0.15338066220283508
33,10,Directed,0.10457590222358704
33,12,Directed,0.3392927944660187
33,14,Directed,0.3555053472518921
33,18,Directed,-0.08053562045097351
33,21,Directed,-0.0449252724647522
33,24,Directed,-0.40920794010162354
33,25,Directed,0.1850113868713379
33,31,Directed,0.13032349944114685
33,33,Directed,0.2914850115776062
33,37,Directed,-0.20456042885780334
33,45,Directed,0.22512048482894897
33,47,Directed,0.22121982276439667
33,50,Directed,0.16333165764808655
33,56,Directed,-0.14195524156093597
33,58,Directed,0.12213869392871857
33,76,Directed,-0.03509175777435303
33,78,Directed,0.26285332441329956
33,87,Directed,0.22510690987110138
33,88,Directed,-0.3519372344017029
33,89,Directed,0.4052109718322754
33,91,Directed,0.03116859495639801
34,34,Directed,0.9769226312637329
35,0,Directed,-0.004083558917045593
35,1,Directed,-0.06361712515354156
35,2,Directed,-0.008811622858047485
35,7,Directed,0.12560635805130005
35,10,Directed,0.5332595705986023
35,12,Directed,0.1837938129901886
35,14,Directed,0.16148823499679565
35,16,Directed,-0.0009883344173431396
35,18,Directed,0.10614854097366333
35,21,Directed,0.24676525592803955
35,24,Directed,0.1493670493364334
35,27,Directed,0.06943601369857788
35,31,Directed,0.01749635487794876
35,35,Directed,0.037466660141944885
35,37,Directed,0.020454511046409607
35,44,Directed,-0.10468560457229614
35,54,Directed,-0.2261505275964737
35,56,Directed,-0.024003099650144577
35,58,Directed,-0.028165355324745178
35,77,Directed,0.39617258310317993
35,83,Directed,0.10280269384384155
35,87,Directed,-0.19437114894390106
35,88,Directed,0.032842159271240234
35,89,Directed,-0.12134581804275513
35,91,Directed,-0.2936040759086609
36,36,Directed,0.5291509628295898
36,45,Directed,0.5370067954063416
36,58,Directed,-0.1953769028186798
36,91,Directed,0.024851180613040924
37,0,Directed,0.0647810697555542
37,1,Directed,0.5179706811904907
37,2,Directed,-0.28183096647262573
37,6,Directed,0.04354725778102875
37,7,Directed,-0.24792996048927307
37,10,Directed,0.0005157142877578735
37,12,Directed,-0.04929155111312866
37,14,Directed,-0.08757728338241577
37,16,Directed,0.2588269114494324
37,18,Directed,-0.005628451704978943
37,19,Directed,0.12828977406024933
37,21,Directed,-0.20990389585494995
37,24,Directed,0.5195383429527283
37,31,Directed,-0.22792324423789978
37,35,Directed,0.15209943056106567
37,37,Directed,-0.4599933624267578
37,40,Directed,-0.07753311097621918
37,47,Directed,0.24025468528270721
37,51,Directed,0.2837740480899811
37,54,Directed,0.11234019696712494
37,55,Directed,0.085901640355587
37,56,Directed,0.0755799412727356
37,58,Directed,-0.3032757043838501
37,60,Directed,0.10590344667434692
37,62,Directed,-0.45596179366111755
37,64,Directed,-0.00608411431312561
37,76,Directed,0.28418833017349243
37,77,Directed,0.18742749094963074
37,81,Directed,0.18673184514045715
37,83,Directed,-0.4163709282875061
37,84,Directed,0.1069331169128418
37,85,Directed,-0.03624296188354492
37,87,Directed,0.2414073646068573
37,88,Directed,0.02620692364871502
37,90,Directed,0.21835637092590332
37,91,Directed,0.12229764461517334
38,1,Directed,0.19667482376098633
38,12,Directed,0.42299148440361023
38,13,Directed,-0.053205788135528564
38,14,Directed,0.001013725996017456
38,18,Directed,-0.08649304509162903
38,24,Directed,0.20240604877471924
38,32,Directed,0.06916218996047974
38,38,Directed,0.39302703738212585
38,48,Directed,0.2015836238861084
38,58,Directed,0.08337879925966263
38,63,Directed,-0.2235434502363205
38,64,Directed,0.1173211932182312
38,73,Directed,-0.07610449194908142
38,87,Directed,0.07448720932006836
38,88,Directed,-0.16976141929626465
39,1,Directed,0.19927257299423218
39,12,Directed,0.1917532980442047
39,31,Directed,0.12858451902866364
39,37,Directed,0.026300016790628433
39,39,Directed,0.11110283434391022
39,58,Directed,0.08858192712068558
39,78,Directed,0.3320164084434509
39,88,Directed,0.005546964704990387
40,1,Directed,0.3682538568973541
40,10,Directed,0.7410469651222229
40,12,Directed,0.10314297676086426
40,13,Directed,0.07550317049026489
40,15,Directed,0.024912476539611816
40,16,Directed,0.1668238639831543
40,18,Directed,0.1905742883682251
40,24,Directed,0.3192288279533386
40,31,Directed,-0.025069043040275574
40,36,Directed,0.0005563683807849884
40,37,Directed,-0.5057411193847656
40,40,Directed,-0.11845598369836807
40,42,Directed,-0.09037086367607117
40,47,Directed,-0.30336397886276245
40,53,Directed,-0.03993542492389679
40,54,Directed,0.4427512586116791
40,55,Directed,-0.07852869480848312
40,56,Directed,-0.4832552373409271
40,58,Directed,0.3731086552143097
40,63,Directed,-0.3640166223049164
